,ort,plz,vorwahl
4062,Grafenrheinfeld,97506,09723
4063,Gräfenthal,98743,036703
4064,Grafenwiesen,93479,09941
4065,Grafenwöhr,92655,09641
4066,Grafhorst,38462,05364
4067,Grafing bei München,85567,08092
4068,Grafling,94539,0991
4069,Grafrath,82284,08144
4070,Grafschaft,53501,02641
4071,Grainau,82491,08821
4072,Grainet,94143,08585
4073,Graitschen bei Bürgel,7616,Error
4074,Grambek,23883,04545
4075,Grambin,17375,039771
4076,Grambow,17322,039749
4077,Grambow,19071,0385
4078,Grambow,19073,0385
4079,Grammendorf,18513,038334
4080,Grammentin,17153,039954
4081,Grammetal,99428,03643
4082,Grammow,18195,038205
4083,Gramzow,17291,03984
4084,Grande,22946,04154
4085,Gransdorf,54533,06572
4086,Gransebieth,18513,038334
4087,Gransee,16775,033088
4088,Granzin,19386,038731
4089,Grapzow,17089,03965
4090,Grasberg,28879,04208
4091,Grasbrunn,85630,08106
4092,Grasellenbach,64689,06253
4093,Grasleben,38368,05357
4094,Grassau,83224,08641
4095,Grattersdorf,94541,09903
4096,Grauel,24594,04871
4097,Grävenwiesbach,61279,06086
4098,Grebenau,36323,06646
4099,Grebenhain,36355,06644
4100,Grebenstein,34393,05673
4101,Grebin,24329,04522
4102,Grebs-Niendorf,19294,038758
4103,Greding,91171,08463
4104,Grefrath,47929,02158
4105,Greifenberg,86926,08193
4106,Greifenstein,35753,06473
4107,Greifswald,17489,03834
4108,Greifswald,17491,03834
4109,Greifswald,17493,03834
4110,Greiling,83677,08041
4111,Greimerath,54314,06587
4112,Greimerath,54533,06572
4113,Greimersburg,56814,02671
4114,Greiz,7973,07765
4115,Gremersdorf,23758,04361
4116,Gremersdorf-Buchholz,18461,038324
4117,Gremsdorf,91350,09195
4118,Grenderich,56858,Error
4119,Grenzach-Wyhlen,79639,07624
4120,Gresse,19258,038847
4121,Grethem,29690,05071
4122,Grettstadt,97508,09729
4123,Greußen,99718,036370
4124,Greußenheim,97259,0931
4125,Greven,48268,02571
4126,Greven,19258,038847
4127,Grevenbroich,41515,02181
4128,Grevenbroich,41516,02181
4129,Grevenbroich,41517,02181
4130,Grevenkop,25361,04824
4131,Grevenkrug,24241,04347
4132,Grevesmühlen,23936,03881
4133,Gribbohm,25596,04827
4134,Gribow,17506,038353
4135,Griebelschied,55608,06752
4136,Grieben,23936,03881
4137,Griefstedt,99638,036375
4138,Gries,66903,06386
4139,Griesheim,64347,06155
4140,Griesingen,89608,07391
4141,Griesstätt,83556,08039
4142,Grimburg,54413,06503
4143,Grimma,4668,Error
4144,Grimmelshausen,98660,036873
4145,Grimmen,18507,038326
4146,Grinau,23847,04534
4147,Grischow,17089,03965
4148,Grobengereuth,7389,Error
4149,Gröbenzell,82194,08142
4150,Gröde,25869,04674
4151,Gröden,4932,05422
4152,Grödersby,24376,04642
4153,Grödersby,24399,04642
4154,Gröditz,1609,Error
4155,Groitzsch,4539,Error
4156,Grolsheim,55459,06721
4157,Grömbach,72294,07448
4158,Grömbach,72297,07448
4159,Grömitz,23743,04562
4160,Gronau,48599,02562
4161,Gronau,31028,05182
4162,Gröningen,39397,039403
4163,Grönwohld,22956,04154
4164,Großaitingen,86845,08203
4165,Großalmerode,37247,05604
4166,Großbardorf,97633,09761
4167,Großbarkau,24245,04302
4168,Großbartloff,37359,036075
4169,Großbeeren,14979,03379
4170,Groß Berßen,49777,05965
4171,Großbettlingen,72663,07022
4172,Groß-Bieberau,64395,06161
4173,Groß-Bieberau,64401,06161
4174,Großbockedra,7646,07245
4175,Groß Boden,23847,04534
4176,Großbottwar,71723,07148
4177,Großbreitenbach,98701,036781
4178,Groß Buchwald,24582,04322
4179,Großbundenbach,66501,06337
4180,Großderschau,16845,033978
4181,Groß Disnack,23911,04541
4182,Groß Düben - Dźěwin,2953,Error
4183,Groß Düben - Dźěwin,2959,05872
4184,Großdubrau - Wulka Dubrawa,2694,Error
4185,Großefehn,26629,04946
4186,Großeibstadt,97633,09761
4187,Grosselfingen,72415,07476
4188,Großenaspe,24623,04327
4189,Großenbrode,23775,04362
4190,Großenhain,1558,Error
4191,Großenhain,1561,Error
4192,Großenkneten,26197,04435
4193,Großenlüder,36137,0661
4194,Großenrade,25712,04825
4195,Großensee,22946,04154
4196,Großenseebach,91091,09135
4197,Großenstein,7580,Error
4198,Großenwiehe,24969,04604
4199,Großenwörden,21712,04775
4200,Großerlach,71577,07903
4201,Großeutersdorf,7768,Error
4202,Großfahner,99100,036206
4203,Großfischlingen,67483,06323
4204,Groß-Gerau,64521,06152
4205,Groß Godems,19372,038728
4206,Groß Grönau,23627,04509
4207,Großhabersdorf,90613,09105
4208,Großhansdorf,22927,04102
4209,Großharrie,24625,04394
4210,Großharthau,1909,Error
4211,Großhartmannsdorf,9618,09504
4212,Großheide,26532,04936
4213,Großheirath,96269,09565
4214,Großheringen,99518,036461
4215,Großheubach,63920,09372
4216,Großholbach,56412,06485
4217,Groß Ippener,27243,04244
4218,Großkampenberg,54619,06559
4219,Großkarlbach,67229,06238
4220,Großkarolinenfeld,83109,Error
4221,Groß Kelle,17207,039931
4222,Groß Kiesow,17495,038355
4223,Großkmehlen,1990,Error
4224,Groß Kordshagen,18442,038327
4225,Groß Köris,15746,033763
4226,Groß Krams,19230,038852
4227,Groß Kreutz (Havel),14550,033207
4228,Großkrotzenburg,63538,06186
4229,Groß Kummerfeld,24626,04321
4230,Groß Laasch,19288,038754
4231,Großlangenfeld,54608,06555
4232,Großlangheim,97320,09321
4233,Groß Lindow,15295,033609
4234,Großlittgen,54534,06575
4235,Großlöbichau,7751,Error
4236,Großlohra,99759,036338
4237,Groß Luckow,17337,039745
4238,Großmaischeid,56276,02689
4239,Groß Meckelsen,27419,04282
4240,Großmehring,85098,08456
4241,Groß Miltzow,17349,03966
4242,Groß Mohrdorf,18445,038323
4243,Großmölsen,99198,0361
4244,Groß Molzahn,19217,038872
4245,Großnaundorf,1936,Error
4246,Groß Nemerow,17094,039603
4247,Großneuhausen,99625,03635
4248,Großniedesheim,67259,06233
4249,Groß Niendorf,23816,04552
4250,Groß Nordende,25436,04122
4251,Groß Oesingen,29393,05838
4252,Groß Offenseth-Aspern,25355,04123
4253,Großolbersdorf,9432,09422
4254,Großostheim,63762,06026
4255,Groß Pampau,21493,04151
4256,Groß Pankow (Prignitz),16928,03395
4257,Groß Plasten,17192,03991
4258,Groß Polzin,17390,038374
4259,Großpösna,4463,Error
4260,Großpostwitz/O.L. - Budestecy,2692,Error
4261,Großpürschütz,7751,Error
4262,Groß Quenstedt,38822,039424
4263,Großräschen,1983,Error
4264,Groß Rheide,24872,04627
4265,Großrinderfeld,97950,09344
4266,Groß Roge,17166,03996
4267,Groß-Rohrheim,68649,06245
4268,Großröhrsdorf,1900,Error
4269,Groß Rönnau,23795,04551
4270,Großrosseln,66352,06809
4271,Großrückerswalde,9518,09293
4272,Großrudestedt,99195,036204
4273,Groß Sarau,23627,04509
4274,Groß Schacksdorf-Simmersdorf,3149,Error
4275,Groß Schenkenberg,23860,04533
4276,Großschirma,9603,Error
4277,Großschönau,2779,04434
4278,Großschönau,2799,Error
4279,Großschwabhausen,99441,036454
4280,Großschweidnitz,2708,Error
4281,Groß Schwiesow,18276,03843
4282,Großseifen,56472,02661
4283,Großsolt,24991,04633
4284,Großsteinhausen,66484,06339
4285,Groß Stieten,23972,03841
4286,Groß Teetzleben,17091,039602
4287,Großthiemig,4932,05422
4288,Groß Twülpstedt,38464,05364
4289,Groß-Umstadt,64823,06078
4290,Großvargula,99958,036042
4291,Groß Vollstedt,24802,04330
4292,Großwallstadt,63868,06022
4293,Großweil,82439,08851
4294,Großweitzschen,4720,Error
4295,Groß Wittensee,24361,04356
4296,Groß Wokern,17166,03996
4297,Großwoltersdorf,16775,033088
4298,Groß Wüstenfelde,17168,039977
4299,Groß-Zimmern,64846,06071
4300,Grothusenkoog,25836,04862
4301,Grove,21493,04151
4302,Groven,25774,04882
4303,Grub,98530,036844
4304,Grub a.Forst,96271,09560
4305,Grube,23749,04364
4306,Gruibingen,73344,07335
4307,Grumbach,67745,06382
4308,Grünbach,8223,08141
4309,Grünberg,35305,06401
4310,Gründau,63584,06058
4311,Grundhof,24977,04636
4312,Grundsheim,89613,07393
4313,Grünebach,57520,02747
4314,Grünenbach,88167,08384
4315,Grünendeich,21720,04142
4316,Grünewald,1945,Error
4317,Grünhain-Beierfeld,8344,Error
4318,Grünhainichen,9579,Error
4319,Grünheide (Mark),15537,03362
4320,Grünkraut,88287,0751
4321,Grünow,17291,03984
4322,Grünow,17237,039826
4323,Grunow-Dammendorf,15299,033606
4324,Grünsfeld,97947,09346
4325,Grünstadt,67269,06359
4326,Grünwald,82031,089
4327,Gschwend,74417,07972
4328,Gstadt am Chiemsee,83257,08056
4329,Guben,3172,Error
4330,Güby,24357,04354
4331,Guckheim,56459,02663
4332,Gückingen,65558,06432
4333,Gudendorf,25693,04853
4334,Gudensberg,34281,05603
4335,Guderhandviertel,21720,04142
4336,Gudow,23899,04547
4337,Guggenhausen,88379,07587
4338,Güglingen,74363,07135
4339,Guhrow,3096,05101
4340,Guldental,55452,06707
4341,Gülitz-Reetz,19348,038785
4342,Güllesheim,56593,02687
4343,Gültz,17089,03965
4344,Gülzow,17153,039954
4345,Gülzow,21483,04151
4346,Gülzow-Prüzen,18276,03843
4347,Gumbsheim,55597,06703
4348,Gummersbach,51643,02261
4349,Gummersbach,51645,02261
4350,Gummersbach,51647,02261
4351,Gumperda,7768,Error
4352,Gumtow,16866,033971
4353,Gundelfingen,79194,0761
4354,Gundelfingen a.d.Donau,89423,08221
4355,Gundelsheim,96163,0951
4356,Gundelsheim,74831,06269
4357,Gunderath,56767,02657
4358,Gundersheim,67598,06244
4359,Gundersweiler,67724,06302
4360,Gundheim,67599,06244
4361,Gundremmingen,89355,08224
4362,Gunningen,78594,07424
4363,Günstedt,99631,036374
4364,Guntersblum,67583,06249
4365,Güntersleben,97261,09365
4366,Günzach,87634,08372
4367,Günzburg,89312,08221
4368,Gunzenhausen,91710,09831
4369,Gusborn,29476,05865
4370,Gusenburg,54413,06503
4371,Gusow-Platkow,15306,03346
4372,Güsten,39439,039262
4373,Güster,21514,04155
4374,Gusterath,54317,06500
4375,Gustow,18574,038306
4376,Güstrow,18273,03843
4377,Gutach im Breisgau,79261,07685
4378,Gutach (Schwarzwaldbahn),77793,07833
4379,Guteborn,1945,Error
4380,Gutenacker,56370,06486
4381,Gütenbach,78148,07723
4382,Gutenberg,55595,0671
4383,Gutenborn,6712,06231
4384,Guteneck,92543,09675
4385,Gutenstetten,91468,09163
4386,Gutenzell-Hürbel,88484,07354
4387,Gütersloh,33330,05241
4388,Gütersloh,33332,05241
4389,Gütersloh,33333,05241
4390,Gütersloh,33334,05241
4391,Gütersloh,33335,05241
4392,Gutow,18276,03843
4393,Guttenberg,95358,09255
4394,Gutweiler,54317,06500
4395,Gützkow,17506,038353
4396,Guxhagen,34302,05665
4397,Gyhum,27404,04281
4398,Haag,95473,09270
4399,Haag an der Amper,85410,08761
4400,Haag in Oberbayern,83527,08072
4401,Haale,24819,04874
4402,Haan,42781,02129
4403,Haar,85540,089
4404,Haarbach,94501,08543
4405,Haarbach,94542,08535
4406,Habach,82392,08856
4407,Habichtswald,34317,05606
4408,Habscheid,54597,06556
4409,Haby,24361,04356
4410,Hachenburg,57627,02662
4411,Hackenheim,55546,0671
4412,Hadamar,65589,06433
4413,Hademstorf,29693,05164
4414,Hadenfeld,25560,04825
4415,Hafenlohr,97840,09393
4416,Hage,26524,04936
4417,Häg-Ehrsberg,79685,07625
4418,Hagelstadt,93095,09454
4419,Hagen,24576,04192
4420,Hagen,58089,02331
4421,Hagen,58091,02331
4422,Hagen,58093,02331
4423,Hagen,58095,02331
4424,Hagen,58097,02331
4425,Hagen,58099,02331
4426,Hagen,58119,02331
4427,Hagen,58135,02331
4428,Hagen am Teutoburger Wald,49170,05405
4429,Hagenbach,76767,07273
4430,Hagenbüchach,91469,09101
4431,Hagenburg,31558,05033
4432,Hagen im Bremischen,27628,04746
4433,Hagenow,19230,038852
4434,Hagermarsch,26524,04936
4435,Hagnau am Bodensee,88709,07532
4436,Hahn,56850,06541
4437,Hahn am See,56244,02666
4438,Hahnbach,92256,09662
4439,Hahn bei Marienberg,56472,02661
4440,Hahnenbach,55606,06752
4441,Hahnheim,55278,06138
4442,Hähnichen,2923,Error
4443,Hahnstätten,65623,06430
4444,Hahnweiler,55776,06783
4445,Haibach,63808,06021
4446,Haibach,94353,09965
4447,Haidmühle,94145,08556
4448,Haiger,35708,02773
4449,Haigerloch,72401,07474
4450,Haimhausen,85778,089
4451,Haiming,84533,08678
4452,Haina (Kloster),35114,06456
4453,Hainau,56357,06772
4454,Hainburg,63512,06182
4455,Hainewalde,2779,04434
4456,Hainfeld,76835,06323
4457,Hainichen,9661,Error
4458,Hainichen,7778,07835
4459,Hainsfarth,86744,09082
4460,Hainspitz,7607,Error
4461,Haiterbach,72221,07456
4462,Halbe,15757,033765
4463,Halbemond,26524,04936
4464,Halberstadt,38820,03941
4465,Halberstadt,38822,039424
4466,Halberstadt,38895,039453
4467,Halblech,87642,08368
4468,Halbs,56457,02663
4469,Haldensleben,39340,03904
4470,Haldensleben,39343,039202
4471,Haldensleben,39345,039054
4472,Haldenwang,87490,08374
4473,Haldenwang,89356,09075
4474,Halenbeck-Rohlsdorf,16945,033968
4475,Halfing,83128,08055
4476,Hallbergmoos,85399,0811
4477,Halle,37620,05533
4478,Halle,49843,05942
4479,Hallenberg,59969,02984
4480,Hallerndorf,91352,09195
4481,Halle (Saale),6108,Error
4482,Halle (Saale),6110,Error
4483,Halle (Saale),6112,Error
4484,Halle (Saale),6114,Error
4485,Halle (Saale),6116,06031
4486,Halle (Saale),6118,06187
4487,Halle (Saale),6120,06036
4488,Halle (Saale),6122,Error
4489,Halle (Saale),6124,Error
4490,Halle (Saale),6126,06081
4491,Halle (Saale),6128,Error
4492,Halle (Saale),6130,Error
4493,Halle (Saale),6132,Error
4494,Halle (Westf.),33790,05201
4495,Hallgarten,67826,06362
4496,Hallig Hooge,25859,04849
4497,Hallschlag,54611,06557
4498,Hallstadt,96103,0951
4499,Hallungen,99826,036924
4500,Halsbach,84553,08623
4501,Halsbrücke,9633,09265
4502,Halsdorf,54646,06527
4503,Halsenbach,56283,06742
4504,Halstenbek,25469,04101
4505,Haltern am See,45721,02364
4506,Halver,58553,02353
4507,Halvesbostel,21646,04169
4508,Hambach,65582,06432
4509,Hamberge,23619,0451
4510,Hambergen,27729,04793
4511,Hambrücken,76707,07255
4512,Hambuch,56761,Error
4513,Hambühren,29313,05084
4514,Hamburg,20095,040
4515,Hamburg,20097,040
4516,Hamburg,20099,040
4517,Hamburg,20144,040
4518,Hamburg,20146,040
4519,Hamburg,20148,040
4520,Hamburg,20149,040
4521,Hamburg,20249,040
4522,Hamburg,20251,040
4523,Hamburg,20253,040
4524,Hamburg,20255,040
4525,Hamburg,20257,040
4526,Hamburg,20259,040
4527,Hamburg,20354,040
4528,Hamburg,20355,040
4529,Hamburg,20357,040
4530,Hamburg,20359,040
4531,Hamburg,20457,040
4532,Hamburg,20459,040
4533,Hamburg,20535,040
4534,Hamburg,20537,040
4535,Hamburg,20539,040
4536,Hamburg,21029,040
4537,Hamburg,21031,040
4538,Hamburg,21033,040
4539,Hamburg,21035,040
4540,Hamburg,21037,040
4541,Hamburg,21039,040
4542,Hamburg,21073,040
4543,Hamburg,21075,040
4544,Hamburg,21077,040
4545,Hamburg,21079,040
4546,Hamburg,21107,040
4547,Hamburg,21109,040
4548,Hamburg,21129,040
4549,Hamburg,21147,040
4550,Hamburg,21149,040
4551,Hamburg,22041,040
4552,Hamburg,22043,040
4553,Hamburg,22045,040
4554,Hamburg,22047,040
4555,Hamburg,22049,040
4556,Hamburg,22081,040
4557,Hamburg,22083,040
4558,Hamburg,22085,040
4559,Hamburg,22087,040
4560,Hamburg,22089,040
4561,Hamburg,22111,040
4562,Hamburg,22113,040
4563,Hamburg,22115,040
4564,Hamburg,22117,040
4565,Hamburg,22119,040
4566,Hamburg,22143,040
4567,Hamburg,22145,040
4568,Hamburg,22147,040
4569,Hamburg,22149,040
4570,Hamburg,22159,040
4571,Hamburg,22175,040
4572,Hamburg,22177,040
4573,Hamburg,22179,040
4574,Hamburg,22297,040
4575,Hamburg,22299,040
4576,Hamburg,22301,040
4577,Hamburg,22303,040
4578,Hamburg,22305,040
4579,Hamburg,22307,040
4580,Hamburg,22309,040
4581,Hamburg,22335,040
4582,Hamburg,22337,040
4583,Hamburg,22339,040
4584,Hamburg,22359,040
4585,Hamburg,22391,040
4586,Hamburg,22393,040
4587,Hamburg,22395,040
4588,Hamburg,22397,040
4589,Hamburg,22399,040
4590,Hamburg,22415,040
4591,Hamburg,22417,040
4592,Hamburg,22419,040
4593,Hamburg,22453,040
4594,Hamburg,22455,040
4595,Hamburg,22457,040
4596,Hamburg,22459,040
4597,Hamburg,22523,040
4598,Hamburg,22525,040
4599,Hamburg,22527,040
4600,Hamburg,22529,040
4601,Hamburg,22547,040
4602,Hamburg,22549,040
4603,Hamburg,22559,040
4604,Hamburg,22587,040
4605,Hamburg,22589,040
4606,Hamburg,22605,040
4607,Hamburg,22607,040
4608,Hamburg,22609,040
4609,Hamburg,22761,040
4610,Hamburg,22763,040
4611,Hamburg,22765,040
4612,Hamburg,22767,040
4613,Hamburg,22769,040
4614,Hamburg,27499,04721
4615,Hamdorf,24805,04332
4616,Hämelhausen,27324,04254
4617,Hameln,31785,05151
4618,Hameln,31787,05151
4619,Hameln,31789,05151
4620,Hamersen,27419,04282
4621,Hamfelde,22929,04534
4622,Hamfelde,22929,04534
4623,Hamm,59063,02381
4624,Hamm,59065,02381
4625,Hamm,59067,02381
4626,Hamm,59069,02381
4627,Hamm,59071,02381
4628,Hamm,59073,02381
4629,Hamm,59075,02381
4630,Hamm,59077,02381
4631,Hamm,54636,06561
4632,Hammah,21714,04141
4633,Hamm am Rhein,67580,06246
4634,Hammelburg,97762,09732
4635,Hammer a.d. Uecker,17358,03976
4636,Hammersbach,63546,06185
4637,Hammerstedt,99441,036454
4638,Hammerstein,56598,02635
4639,Hamminkeln,46499,02852
4640,Hammoor,22941,04532
4641,Hamm (Sieg),57577,02682
4642,Hamwarde,21502,04152
4643,Hamweddel,24816,04875
4644,Hanau,63450,06181
4645,Hanau,63452,06181
4646,Hanau,63454,06181
4647,Hanau,63456,06181
4648,Hanau,63457,06181
4649,Handeloh,21256,04187
4650,Handewitt,24976,0461
4651,Handewitt,24983,04608
4652,Handorf,21447,04133
4653,Handrup,49838,05904
4654,Hanerau-Hademarschen,25557,04872
4655,Hangen-Weisheim,55234,06737
4656,Hanhofen,67374,06344
4657,Hankensbüttel,29386,05832
4658,Hann. Münden,34346,05541
4659,Hannover,30159,0511
4660,Hannover,30161,0511
4661,Hannover,30163,0511
4662,Hannover,30165,0511
4663,Hannover,30167,0511
4664,Hannover,30169,0511
4665,Hannover,30171,0511
4666,Hannover,30173,0511
4667,Hannover,30175,0511
4668,Hannover,30177,0511
4669,Hannover,30179,0511
4670,Hannover,30419,0511
4671,Hannover,30449,0511
4672,Hannover,30451,0511
4673,Hannover,30453,0511
4674,Hannover,30455,0511
4675,Hannover,30457,0511
4676,Hannover,30459,0511
4677,Hannover,30519,0511
4678,Hannover,30521,0511
4679,Hannover,30539,0511
4680,Hannover,30559,0511
4681,Hannover,30625,0511
4682,Hannover,30627,0511
4683,Hannover,30629,0511
4684,Hannover,30655,0511
4685,Hannover,30657,0511
4686,Hannover,30659,0511
4687,Hannover,30669,0511
4688,Hanroth,56316,02684
4689,Hanshagen,17509,038354
4690,Hanstedt,21271,04184
4691,Hanstedt,29582,05822
4692,Happurg,91230,09157
4693,Harbach,57572,02734
4694,Harbke,39365,039293
4695,Harburg (Schwaben),86655,09080
4696,Hardebek,24616,04324
4697,Hardegsen,37181,05505
4698,Hardert,56579,02634
4699,Hardheim,74736,06283
4700,Hardt,56472,02661
4701,Hardt,78739,07422
4702,Hardthausen am Kocher,74239,07139
4703,Haren (Ems),49733,05932
4704,Hargarten,54649,06554
4705,Hargesheim,55595,0671
4706,Harmsdorf,23738,04363
4707,Harmsdorf,23911,04541
4708,Harmstorf,21228,04105
4709,Harpstedt,27243,04244
4710,Harrislee,24955,0461
4711,Harschbach,56307,02684
4712,Harscheid,53520,02695
4713,Harsdorf,95499,09203
4714,Harsefeld,21698,04164
4715,Harsewinkel,33428,05247
4716,Harsleben,38829,03941
4717,Harspelt,54617,06559
4718,Harsum,31177,05123
4719,Hartenfels,56244,02666
4720,Hartenholm,24628,04195
4721,Hartenstein,8118,Error
4722,Hartenstein,91235,09152
4723,Hartha,4746,Error
4724,Harthausen,67376,06344
4725,Hartheim am Rhein,79258,07633
4726,Harth-Pöllnitz,7570,Error
4727,Härtlingen,56459,02663
4728,Hartmannsdorf,9232,Error
4729,Hartmannsdorf,7613,0721
4730,Hartmannsdorf bei Kirchberg,8107,Error
4731,Hartmannsdorf-Reichenau,1762,Error
4732,Harxheim,55296,06138
4733,Harzgerode,6493,Error
4734,Harztor,99768,036331
4735,Hasbergen,49205,05405
4736,Hasborn,54533,06572
4737,Haschbach am Remigiusberg,66871,06384
4738,Hasel,79686,07762
4739,Haselau,25489,04129
4740,Haselbach,94354,09964
4741,Haselbach,4617,Error
4742,Haselbachtal,1920,038874
4743,Haseldorf,25489,04129
4744,Haselund,25855,04843
4745,Haselünne,49740,05961
4746,Hasenkrug,24616,04324
4747,Hasenmoor,24640,04191
4748,Haserich,56858,Error
4749,Haslach im Kinzigtal,77716,07832
4750,Hasloch,97907,09394
4751,Hasloh,25474,040
4752,Haßbergen,31626,05024
4753,Hassel,39596,039321
4754,Hasselbach,57635,02686
4755,Hasselbach,56288,06762
4756,Hasselberg,24376,04642
4757,Hasselroth,63594,06055
4758,Hassel (Weser),27324,04254
4759,Hassendorf,27367,04205
4760,Haßfurt,97437,09521
4761,Haßleben,99189,036201
4762,Haßloch,67454,06324
4763,Haßmersheim,74855,06266
4764,Haßmoor,24790,04331
4765,Haste,31559,05723
4766,Hatten,26209,04482
4767,Hattenhofen,82285,08202
4768,Hattenhofen,73110,07164
4769,Hattersheim am Main,65795,06190
4770,Hattert,57644,02662
4771,Hattgenstein,55767,06782
4772,Hattingen,45525,02324
4773,Hattingen,45527,02324
4774,Hattingen,45529,0201
4775,Hattorf am Harz,37197,05584
4776,Hattstedt,25856,04846
4777,Hattstedtermarsch,25856,04846
4778,Hatzenbühl,76770,07272
4779,Hatzenport,56332,02607
4780,Hatzfeld (Eder),35116,06467
4781,Hauenstein,76846,06392
4782,Haundorf,91729,09837
4783,Hauneck,36282,06621
4784,Haunetal,36166,06673
4785,Haunsheim,89437,09073
4786,Hauptstuhl,66851,06307
4787,Hauroth,56761,Error
4788,Hausach,77756,07831
4789,Hausbay,56291,06746
4790,Hausen,97647,09779
4791,Hausen,63840,06022
4792,Hausen,93345,09448
4793,Hausen,91353,09190
4794,Hausen,55608,06752
4795,Hausen am Bussen,89597,07393
4796,Hausen am Tann,72361,07436
4797,Hausen b. Würzburg,97262,09367
4798,Hausen im Wiesental,79688,07622
4799,Hausen ob Verena,78595,07424
4800,Hausen (Wied),53547,02638
4801,Häusern,79837,07755
4802,Hausham,83734,08025
4803,Häuslingen,27336,05165
4804,Haussömmern,99955,036041
4805,Hausten,56745,02655
4806,Hausweiler,67742,06382
4807,Hauzenberg,94051,08586
4808,Havekost,21493,04151
4809,Havelaue,14715,033877
4810,Havelberg,39539,039387
