,Unnamed: 0,ort,plz,vorwahl
10244,10244,Schmelz,66839,06888
10245,10245,Schmidgaden,92546,09627
10246,10246,Schmidmühlen,92287,09474
10247,10247,Schmidthachenbach,55758,06785
10248,10248,Schmiechen,86511,08206
10249,10249,Schmiedehausen,99518,036461
10250,10250,Schmieritz,7819,07462
10251,10251,Schmilau,23883,04545
10252,10252,Schmilau,23909,04541
10253,10253,Schmilau,23911,04541
10254,10254,Schmißberg,55765,06782
10255,10255,Schmitshausen,66484,06339
10256,10256,Schmitshausen,66917,06375
10257,10257,Schmitt,56825,02678
10258,10258,Schmitten im Taunus,61389,06084
10259,10259,Schmittweiler,67829,06753
10260,10260,Schmogrow-Fehrow,3096,05101
10261,10261,Schmölln,4626,034491
10262,10262,Schmölln-Putzkau,1877,03594
10263,10263,Schmorda,7389,03647
10264,10264,Schnabelwaid,91289,09270
10265,10265,Schnackenburg,29493,05840
10266,10266,Schnaitsee,83530,08074
10267,10267,Schnaittach,91220,09153
10268,10268,Schnaittenbach,92253,09622
10269,10269,Schnakenbek,21481,04153
10270,10270,Schnarup-Thumby,24891,04633
10271,10271,Schnaudertal,6712,06231
10272,10272,Schneckenhausen,67699,06301
10273,10273,Schneckenlohe,96277,09266
10274,10274,Schneeberg,63936,09373
10275,10275,Schneeberg,8289,03772
10276,10276,Schnega,29465,05842
10277,10277,Schneizlreuth,83458,08651
10278,10278,Schnelldorf,91625,07950
10279,10279,Schneppenbach,55608,06752
10280,10280,Schneverdingen,29640,05198
10281,10281,Schnorbach,55497,06764
10282,10282,Schnürpflingen,89194,07346
10283,10283,Schoden,54441,06581
10284,10284,Schöffengrund,35641,06445
10285,10285,Schöfweg,94572,09908
10286,10286,Scholen,27251,04243
10287,10287,Schollbrunn,97852,09394
10288,10288,Schollbrunn,97907,09394
10289,10289,Schollene,14715,033877
10290,10290,Schöllkrippen,63825,06024
10291,10291,Schöllnach,94508,09903
10292,10292,Schömberg,75328,07235
10293,10293,Schömberg,72355,07427
10294,10294,Schömerich,54314,06587
10295,10295,Schonach im Schwarzwald,78136,07722
10296,10296,Schönaich,71101,07031
10297,10297,Schönau,69250,06228
10298,10298,Schönau,84337,08726
10299,10299,Schönau a.d.Brend,97659,09775
10300,10300,Schönau am Königssee,83471,08652
10301,10301,Schönau-Berzdorf auf dem Eigen,2899,035823
10302,10302,Schönau im Schwarzwald,79677,07673
10303,10303,Schönau (Pfalz),66996,06393
10304,10304,Schönbach,54552,06592
10305,10305,Schönbach,2708,035876
10306,10306,Schönbeck,17349,03966
10307,10307,Schönbek,24582,04322
10308,10308,Schönberg,8393,03764
10309,10309,Schönberg,84573,08745
10310,10310,Schönberg,94513,08554
10311,10311,Schönberg,54426,06504
10312,10312,Schönberg,22929,04534
10313,10313,Schönberg,23923,038821
10314,10314,Schönberg (Holstein),24217,04344
10315,10315,Schönborn,56370,06486
10316,10316,Schönborn,55469,06761
10317,10317,Schönborn,67808,06357
10318,10318,Schönborn,3253,035322
10319,10319,Schönbrunn,69436,06271
10320,10320,Schönbrunn i.Steigerwald,96185,09546
10321,10321,Schönburg,6618,03445
10322,10322,Schöndorf,54316,06588
10323,10323,Schöndorf,7924,07668
10324,10324,Schondorf am Ammersee,86938,08192
10325,10325,Schondra,97795,09747
10326,10326,Schönebeck (Elbe),39217,03928
10327,10327,Schönebeck (Elbe),39218,03928
10328,10328,Schöneberg,57638,02681
10329,10329,Schöneberg,55444,06724
10330,10330,Schöneck,61137,06187
10331,10331,Schönecken,54614,06553
10332,10332,Schöneck/Vogtl.,8261,037464
10333,10333,Schönefeld,12529,03379
10334,10334,Schöneiche bei Berlin,15566,030
10335,10335,Schönenberg,79677,07673
10336,10336,Schönenberg-Kübelberg,66901,06373
10337,10337,Schönermark,16775,033088
10338,10338,Schönewalde,4916,05471
10339,10339,Schönewörde,29396,05835
10340,10340,Schönfeld,1561,03522
10341,10341,Schönfeld,17291,03984
10342,10342,Schönfeld,17111,039994
10343,10343,Schongau,86956,08861
10344,10344,Schöngeising,82296,08141
10345,10345,Schöngleina,7646,07245
10346,10346,Schönhagen,37318,036083
10347,10347,Schönhausen,17337,039745
10348,10348,Schönhausen (Elbe),39524,039323
10349,10349,Schönheide,8304,08061
10350,10350,Schönhorst,24220,04347
10351,10351,Schöningen,38364,05352
10352,10352,Schönkirchen,24232,04348
10353,10353,Schönsee,92539,09674
10354,10354,Schönstedt,99947,03603
10355,10355,Schonstett,83137,08055
10356,10356,Schöntal,74214,07943
10357,10357,Schönthal,93488,09978
10358,10358,Schonungen,97453,09727
10359,10359,Schönwald,95173,09287
10360,10360,Schönwald,15910,035474
10361,10361,Schönwalde,17309,03973
10362,10362,Schönwalde am Bungsberg,23744,04528
10363,10363,Schönwalde-Glien,14621,033230
10364,10364,Schönwald im Schwarzwald,78141,07722
10365,10365,Schönwölkau,4509,034202
10366,10366,Schopfheim,79650,07622
10367,10367,Schopfloch,91626,09857
10368,10368,Schopfloch,72296,07443
10369,10369,Schopp,67707,06307
10370,10370,Schöppenstedt,38170,05332
10371,10371,Schöppingen,48624,02545
10372,10372,Schöps,7768,036424
10373,10373,Schöpstal,2829,035829
10374,10374,Schorfheide,16244,033363
10375,10375,Schorndorf,73614,07181
10376,10376,Schorndorf,93489,09461
10377,10377,Schornsheim,55288,06734
10378,10378,Schorssow,17166,03996
10379,10379,Schortens,26419,04461
10380,10380,Schossin,19073,0385
10381,10381,Schossin,19075,03865
10382,10382,Schotten,63679,06044
10383,10383,Schraden,4928,03533
10384,10384,Schramberg,78144,07422
10385,10385,Schramberg,78713,07422
10386,10386,Schraplau,6279,034774
10387,10387,Schrecksbach,34637,06698
10388,10388,Schretstaken,21493,04151
10389,10389,Schriesheim,69198,06220
10390,10390,Schrobenhausen,86529,08252
10391,10391,Schrozberg,74575,07936
10392,10392,Schrum,25782,04838
10393,10393,Schuby,24837,04621
10394,10394,Schuby,24850,04621
10395,10395,Schuld,53520,02695
10396,10396,Schulendorf,21516,04151
10397,10397,Schülldorf,24790,04331
10398,10398,Schüller,54586,06597
10399,10399,Schülp,25764,04833
10400,10400,Schülp bei Nortorf,24589,04392
10401,10401,Schülp bei Rendsburg,24768,04331
10402,10402,Schülp bei Rendsburg,24797,04332
10403,10403,Schülp bei Rendsburg,24813,04331
10404,10404,Schulzendorf,15732,033762
10405,10405,Schürdt,57632,02685
10406,10406,Schürensöhlen,23847,04534
10407,10407,Schuttertal,77978,07826
10408,10408,Schutterwald,77746,0781
10409,10409,Schüttorf,48465,05923
10410,10410,Schutz,54570,06591
10411,10411,Schutzbach,57520,02747
10412,10412,Schwaan,18258,03844
10413,10413,Schwaara,7554,0365
10414,10414,Schwabach,91126,09122
10415,10415,Schwabbruck,86986,08868
10416,10416,Schwabenheim an der Selz,55270,06131
10417,10417,Schwabhausen,85247,08138
10418,10418,Schwabhausen,99869,036202
10419,10419,Schwäbisch Gmünd,73072,07162
10420,10420,Schwäbisch Gmünd,73525,07171
10421,10421,Schwäbisch Gmünd,73527,07171
10422,10422,Schwäbisch Gmünd,73529,07171
10423,10423,Schwäbisch Gmünd,73550,07171
10424,10424,Schwäbisch Gmünd,73553,07171
10425,10425,Schwäbisch Hall,74523,0791
10426,10426,Schwabmünchen,86830,08204
10427,10427,Schwabsoien,86987,08868
10428,10428,Schwabstedt,25876,04884
10429,10429,Schwaförden,27252,04277
10430,10430,Schwaig bei Nürnberg,90571,0911
10431,10431,Schwaigen,82445,08841
10432,10432,Schwaigern,74193,07138
10433,10433,Schwaikheim,71409,07195
10434,10434,Schwalbach,66773,06834
10435,10435,Schwalbach am Taunus,65824,06196
10436,10436,Schwall,56281,06747
10437,10437,Schwallungen,98590,036848
10438,10438,Schwalmstadt,34613,06691
10439,10439,Schwalmtal,41366,02163
10440,10440,Schwalmtal,36318,06638
10441,10441,Schwanau,77963,07824
10442,10442,Schwandorf,92421,09431
10443,10443,Schwanebeck,39397,039403
10444,10444,Schwanewede,28790,04209
10445,10445,Schwanfeld,97523,09384
10446,10446,Schwangau,87645,08362
10447,10447,Schwanheide,19258,038847
10448,10448,Schwanheim,76848,06392
10449,10449,Schwanstetten,90596,09170
10450,10450,Schwarme,27327,04255
10451,10451,Schwarmstedt,29690,05071
10452,10452,Schwartbuck,24257,04385
10453,10453,Schwarz,17252,039829
10454,10454,Schwarza,98547,036843
10455,10455,Schwarzach,74869,06262
10456,10456,Schwarzach,94374,09905
10457,10457,Schwarzach am Main,97359,09324
10458,10458,Schwarzach b.Nabburg,92548,09435
10459,10459,Schwarzatal,98744,036705
10460,10460,Schwarzbach,1945,035752
10461,10461,Schwarzbach,7589,036604
10462,10462,Schwarzburg,7427,036730
10463,10463,Schwarzen,55481,06763
10464,10464,Schwarzenbach,92720,09605
10465,10465,Schwarzenbach a.d.Saale,95126,09284
10466,10466,Schwarzenbach a.Wald,95131,09289
10467,10467,Schwarzenbek,21493,04151
10468,10468,Schwarzenberg/Erzgebirge,8340,08654
10469,10469,Schwarzenborn,34639,05686
10470,10470,Schwarzenborn,54533,06572
10471,10471,Schwarzenbruck,90592,09183
10472,10472,Schwarzenfeld,92521,09439
10473,10473,Schwarzerden,55629,06754
10474,10474,Schwarzheide,1987,035752
10475,10475,Schwarzhofen,92447,09675
10476,10476,Schwasdorf,17168,039977
10477,10477,Schwebheim,97525,09723
10478,10478,Schwedelbach,67685,06374
10479,10479,Schwedeneck,24229,04349
10480,10480,Schwedt/Oder,16303,03332
10481,10481,Schwegenheim,67365,06344
10482,10482,Schweich,54338,06502
10483,10483,Schweickershausen,98663,036871
10484,10484,Schweigen-Rechtenbach,76889,06349
10485,10485,Schweighausen,56377,02604
10486,10486,Schweighofen,76889,06349
10487,10487,Schweindorf,26556,04975
10488,10488,Schweinfurt,97421,09721
10489,10489,Schweinfurt,97422,09721
10490,10490,Schweinfurt,97424,09721
10491,10491,Schweinschied,67744,06382
10492,10492,Schweisweiler,67808,06357
10493,10493,Schweitenkirchen,85301,08444
10494,10494,Schweix,66957,06331
10495,10495,Schwelm,58332,02336
10496,10496,Schwendi,88477,07353
10497,10497,Schwenningen,89443,09084
10498,10498,Schwenningen,72477,07579
10499,10499,Schwentinental,24222,038323
10500,10500,Schwentinental,24223,04307
10501,10501,Schwepnitz,1936,035797
10502,10502,Schweppenhausen,55444,06724
10503,10503,Schwerbach,55624,06544
10504,10504,Schwerin,19053,0385
10505,10505,Schwerin,19055,0385
10506,10506,Schwerin,19057,0385
10507,10507,Schwerin,19059,0385
10508,10508,Schwerin,19061,0385
10509,10509,Schwerin,19063,0385
10510,10510,Schwerin,15755,033766
10511,10511,Schweringen,27324,04254
10512,10512,Schweringen,27333,04251
10513,10513,Schwerinsdorf,26835,04946
10514,10514,Schwerstedt,99634,036376
10515,10515,Schwerte,58239,02331
10516,10516,Schwesing,25813,04841
10517,10517,Schwetzingen,68723,06202
10518,10518,Schwieberdingen,71701,07145
10519,10519,Schwieberdingen,71706,07145
10520,10520,Schwielochsee,15913,035473
10521,10521,Schwielowsee,14548,033209
10522,10522,Schwienau,29593,05808
10523,10523,Schwifting,86940,08191
10524,10524,Schwindegg,84419,08086
10525,10525,Schwirzheim,54597,06556
10526,10526,Schwissel,23795,04551
10527,10527,Schwobfeld,37318,036083
10528,10528,Schwollen,55767,06782
10529,10529,Schwörstadt,79739,07762
10530,10530,Schwülper,38179,05303
10531,10531,Sebnitz,1855,038391
10532,10532,Seck,56479,02664
10533,10533,Seckach,74743,06293
10534,10534,Seddiner See,14554,033205
10535,10535,Seebach,77889,07449
10536,10536,Seebach,99846,036929
10537,10537,Seeblick,14715,033877
10538,10538,Seeburg,37136,05507
10539,10539,Seedorf,23823,04555
10540,10540,Seedorf,27404,04281
10541,10541,Seedorf,23883,04545
10542,10542,Seefeld,25557,04872
10543,10543,Seefeld,82229,08153
10544,10544,Seeg,87637,08364
10545,10545,Seegebiet Mansfelder Land,6317,06104
10546,10546,Seehausen,39615,039386
10547,10547,Seehausen am Staffelsee,82418,08841
10548,10548,Seeheim-Jugenheim,64342,06257
10549,10549,Seehof,19069,03867
10550,10550,Seekirch,88422,07582
10551,10551,Seeland,6449,03473
10552,10552,Seeland,6464,06252
10553,10553,Seeland,6466,06253
10554,10554,Seeland,6467,06255
10555,10555,Seeland,6469,034741
10556,10556,Seelbach,77960,07821
10557,10557,Seelbach,56377,02604
10558,10558,Seelbach bei Hamm (Sieg),57577,02682
10559,10559,Seelbach (Westerwald),57632,02685
10560,10560,Seelen,67744,06382
10561,10561,Seelingstädt,7580,036602
10562,10562,Seelitz,9306,034346
10563,10563,Seelow,15306,03346
10564,10564,Seelze,30926,05137
10565,10565,Seeon-Seebruck,83358,08667
10566,10566,Seeon-Seebruck,83370,08624
10567,10567,Seeon-Seebruck,83376,08667
10568,10568,Seesbach,55629,06754
10569,10569,Seesen,38723,05381
10570,10570,Seeshaupt,82402,08801
10571,10571,Seester,25370,04125
10572,10572,Seestermühe,25371,04125
10573,10573,Seeth,25840,04881
10574,10574,Seeth,25878,04884
10575,10575,Seeth-Ekholt,25337,04121
10576,10576,Seevetal,21217,04105
10577,10577,Seevetal,21218,04105
10578,10578,Seevetal,21220,04105
10579,10579,Seewald,72297,07448
10580,10580,Seffern,54636,06561
10581,10581,Sefferweich,54636,06561
10582,10582,Seggebruch,31691,05721
10583,10583,Segnitz,97340,09332
10584,10584,Sehestedt,24814,04357
10585,10585,Sehlde,38279,05383
10586,10586,Sehlem,54518,06535
10587,10587,Sehlen,18528,03838
10588,10588,Sehmatal,9465,03733
10589,10589,Sehnde,31319,05138
10590,10590,Seibersbach,55444,06724
10591,10591,Seifen,57632,02685
10592,10592,Seiffen/Erzgebirge,9548,09273
10593,10593,Seifhennersdorf,2782,03586
10594,10594,Seinsfeld,54655,06563
10595,10595,Seinsheim,97342,09332
10596,10596,Seisla,7389,03647
10597,10597,Seitenroda,7768,036424
10598,10598,Seitingen-Oberflacht,78606,07464
10599,10599,Seiwerath,54597,06556
10600,10600,Selb,95100,09287
10601,10601,Selbach (Sieg),57537,02742
10602,10602,Selbitz,95152,09280
10603,10603,Selchenbach,66871,06384
10604,10604,Selent,24238,04384
10605,10605,Selfkant,52538,02454
10606,10606,Seligenstadt,63500,06182
10607,10607,Selk,24884,04624
10608,10608,Selke-Aue,6458,06258
10609,10609,Sellerich,54608,06555
10610,10610,Sellin,18586,038303
10611,10611,Selm,59379,02592
10612,10612,Selmsdorf,23923,038821
10613,10613,Selpin,18195,038205
10614,10614,Selsingen,27446,04284
10615,10615,Selters (Taunus),65618,06483
10616,10616,Selters (Westerwald),56242,02626
10617,10617,Selzen,55278,06138
10618,10618,Sembach,67681,06303
10619,10619,Semlow,18334,038229
10620,10620,Senden,48308,02597
10621,10621,Senden,89250,07307
10622,10622,Sendenhorst,48324,02526
10623,10623,Senftenberg,1945,035752
10624,10624,Senftenberg,1968,03573
10625,10625,Senftenberg,1996,035756
10626,10626,Sengenthal,92369,09185
10627,10627,Sengerich,54619,06559
10628,10628,Senheim,56820,02673
10629,10629,Sennfeld,97526,09721
10630,10630,Senscheid,53520,02695
10631,10631,Sensweiler,55758,06785
10632,10632,Serba,7616,036692
10633,10633,Serrig,54455,06581
10634,10634,Sersheim,74372,07042
10635,10635,Sessenbach,56237,02601
10636,10636,Sessenhausen,56244,02666
10637,10637,Seßlach,96145,09567
10638,10638,Seth,23845,04535
10639,10639,Setzingen,89129,07345
10640,10640,Seubersdorf in der Oberpfalz,92358,09497
10641,10641,Seukendorf,90556,09103
10642,10642,Seulingen,37136,05507
10643,10643,Sevenig bei Neuerburg,54673,06564
10644,10644,Sevenig (Our),54617,06559
10645,10645,Sexau,79350,07641
10646,10646,Seybothenreuth,95517,09278
10647,10647,Sibbesse,31079,05060
10648,10648,Sickerode,37308,036082
10649,10649,Sickte,38173,05333
10650,10650,Siebeldingen,76833,06345
10651,10651,Siebenbach,56729,02651
10652,10652,Siebenbäumen,23847,04534
10653,10653,Siebeneichen,21514,04155
10654,10654,Siedenbollentin,17089,03965
10655,10655,Siedenbrünzow,17111,039994
10656,10656,Siedenburg,27254,04272
10657,10657,Siefersheim,55599,06701
10658,10658,Siegbach,35768,02778
10659,10659,Siegburg,53721,02241
10660,10660,Siegelsbach,74936,07264
10661,10661,Siegen,57072,0271
10662,10662,Siegen,57074,0271
10663,10663,Siegen,57076,0271
10664,10664,Siegen,57078,0271
10665,10665,Siegen,57080,0271
10666,10666,Siegenburg,93354,09444
10667,10667,Siegsdorf,83313,08662
10668,10668,Siehdichum,15890,03364
10669,10669,Siek,22962,04107
10670,10670,Sielenbach,86577,08258
10671,10671,Siemz-Niendorf,23923,038821
10672,10672,Sien,55758,06785
10673,10673,Sienhachenbach,55758,06785
10674,10674,Sierksdorf,23730,04561
10675,10675,Sierksrade,23847,04534
10676,10676,Sierscheid,53520,02695
10677,10677,Siershahn,56427,02623
10678,10678,Siesbach,55767,06782
10679,10679,Sietow,17209,039931
10680,10680,Sieversdorf-Hohenofen,16845,033978
10681,10681,Sievershütten,24641,04194
10682,10682,Sieverstedt,24885,04638
10683,10683,Siggelkow,19376,038724
10684,10684,Sigmaringen,72488,07571
10685,10685,Sigmaringendorf,72517,07571
10686,10686,Sigmarszell,88138,08388
10687,10687,Silberstedt,24887,04625
10688,10688,Silbitz,7613,0721
10689,10689,Silz,76857,06345
10690,10690,Silz,17214,039927
10691,10691,Silzen,25551,04826
10692,10692,Simbach,84359,08571
10693,10693,Simbach,94436,09954
10694,10694,Simmelsdorf,91245,09155
10695,10695,Simmerath,52152,02473
10696,10696,Simmern,56337,02620
10697,10697,Simmern/Hunsrück,55469,06761
10698,10698,Simmersfeld,72226,07484
10699,10699,Simmershofen,97215,09848
10700,10700,Simmertal,55618,06754
10701,10701,Simmozheim,75397,07033
10702,10702,Simonsberg,25813,04841
10703,10703,Simonswald,79263,07683
10704,10704,Simonswald,79271,07683
10705,10705,Sindelfingen,71063,07031
10706,10706,Sindelfingen,71065,07031
10707,10707,Sindelfingen,71067,07031
10708,10708,Sindelfingen,71069,07031
10709,10709,Sindelsdorf,82404,08856
10710,10710,Singen (Hohentwiel),78224,07731
10711,10711,Singhofen,56379,02604
10712,10712,Sinn,35764,06449
10713,10713,Sinntal,36391,06665
10714,10714,Sinsheim,74889,07261
10715,10715,Sinspelt,54675,06522
10716,10716,Sinzheim,76547,07221
10717,10717,Sinzig,53489,02642
10718,10718,Sinzing,93161,09404
10719,10719,Sippersfeld,67729,06357
10720,10720,Sipplingen,78354,07551
10721,10721,Sirksfelde,23898,04536
10722,10722,Sittensen,27419,04282
10723,10723,Sitters,67823,06362
10724,10724,Sitzendorf,7429,036730
10725,10725,Söchtenau,83139,08038
10726,10726,Soderstorf,21388,04172
10727,10727,Soest,59494,02921
10728,10728,Sögel,49751,05952
10729,10729,Sohland an der Spree,2689,04963
10730,10730,Söhlde,31185,05123
10731,10731,Sohren,55487,06543
10732,10732,Söhrewald,34320,05608
10733,10733,Sohrschied,55487,06543
10734,10734,Sölden,79294,0761
10735,10735,Solingen,42651,0212
10736,10736,Solingen,42653,0212
10737,10737,Solingen,42655,0212
10738,10738,Solingen,42657,0212
10739,10739,Solingen,42659,0212
10740,10740,Solingen,42697,0212
10741,10741,Solingen,42699,0212
10742,10742,Solingen,42719,0212
10743,10743,Solkwitz,7381,03647
10744,10744,Sollerup,24852,04609
10745,10745,Söllingen,38387,05354
10746,10746,Sollstedt,99759,036338
10747,10747,Sollwitt,25884,04843
10748,10748,Solms,35606,06441
10749,10749,Solnhofen,91807,09145
10750,10750,Soltau,29614,05191
10751,10751,Soltendieck,29594,05874
10752,10752,Sommerach,97334,09381
10753,10753,Sommerau,54317,06500
10754,10754,Sömmerda,99610,03634
10755,10755,Sömmerda,99625,03635
10756,10756,Sommerhausen,97286,09333
10757,10757,Sommerkahl,63825,06024
10758,10758,Sommerland,25358,04126
10759,10759,Sommerloch,55595,0671
10760,10760,Sommersdorf,39365,039293
10761,10761,Sommersdorf,17111,039994
10762,10762,Sonderhofen,97255,09337
10763,10763,Sondershausen,99706,03632
10764,10764,Sondheim v.d.Rhön,97647,09779
10765,10765,Sonneberg,96515,03675
10766,10766,Sonneborn,99869,036202
10767,10767,Sönnebüll,25821,04671
10768,10768,Sonnefeld,96242,09562
10769,10769,Sonnen,94164,08584
10770,10770,Sonnenberg,16775,033088
10771,10771,Sonnenberg-Winnenberg,55767,06782
10772,10772,Sonnenbühl,72820,07124
10773,10773,Sonnenstein,37345,036072
10774,10774,Sonnewalde,3249,035323
10775,10775,Sonnschied,55758,06785
10776,10776,Sonsbeck,47665,02838
10777,10777,Sontheim,87776,08336
10778,10778,Sontheim an der Brenz,89567,07325
10779,10779,Sonthofen,87527,08321
10780,10780,Sontra,36205,05653
10781,10781,Sophienhamm,24806,04335
10782,10782,Sören,24241,04347
10783,10783,Sörgenloch,55270,06131
10784,10784,Sörth,57636,02681
10785,10785,Sörup,24966,04635
10786,10786,Sosberg,56858,06542
10787,10787,Sottrum,27367,04205
10788,10788,Soyen,83564,08073
10789,10789,Spabrücken,55595,0671
10790,10790,Spahnharrenstätte,49751,05952
10791,10791,Spaichingen,78549,07424
10792,10792,Spall,55595,0671
10793,10793,Spalt,91174,09175
10794,10794,Spangdahlem,54529,06575
10795,10795,Spangenberg,34286,05663
10796,10796,Spantekow,17391,039721
10797,10797,Spantekow,17392,039727
10798,10798,Spardorf,91080,09131
10799,10799,Sparneck,95234,09251
10800,10800,Spatzenhausen,82418,08841
10801,10801,Spatzenhausen,82447,08841
10802,10802,Spay,56322,02628
10803,10803,Spechbach,74937,06226
10804,10804,Speicher,54662,06562
10805,10805,Speichersdorf,95469,09275
10806,10806,Speinshart,92676,09645
10807,10807,Spelle,48480,05977
10808,10808,Spenge,32139,05428
10809,10809,Spesenroth,56288,06762
10810,10810,Spessart,56746,02655
10811,10811,Speyer,67346,06232
10812,10812,Spiegelau,94518,08553
10813,10813,Spiegelberg,71579,07194
10814,10814,Spiekeroog,26474,04976
10815,10815,Spiesen-Elversberg,66583,06894
10816,10816,Spiesheim,55288,06734
10817,10817,Spirkelbach,76848,06392
10818,10818,Splietsdorf,18513,038334
10819,10819,Sponheim,55595,0671
10820,10820,Sponholz,17039,0395
10821,10821,Spornitz,19372,038728
10822,10822,Spraitbach,73565,07176
10823,10823,Spraitbach,73568,07176
10824,10824,Spraitbach,73577,07176
10825,10825,Sprakebüll,25917,04662
10826,10826,Sprakensehl,29365,05837
10827,10827,Spreenhagen,15528,033633
10828,10828,Spreetal - Sprjewiny Doł,2979,035751
10829,10829,Spreewaldheide,15913,035473
10830,10830,Spremberg,3130,05136
10831,10831,Sprendlingen,55576,06701
10832,10832,Springe,31832,05041
10833,10833,Sprockhövel,45549,02339
10834,10834,Sprötau,99610,03634
10835,10835,Stäbelow,18198,038207
10836,10836,Stade,21680,04141
10837,10837,Stade,21682,04141
10838,10838,Stade,21683,04141
10839,10839,Stade,21684,04141
10840,10840,Stadecken-Elsheim,55271,06130
10841,10841,Stadelhofen,96187,09504
10842,10842,Stadland,26935,04732
10843,10843,Stadland,26936,04737
10844,10844,Stadland,26937,04735
10845,10845,Stadlern,92549,09674
10846,10846,Stadtallendorf,35260,06428
10847,10847,Stadtbergen,86391,0821
10848,10848,Stadthagen,31655,05721
10849,10849,Stadtilm,99326,03629
10850,10850,Stadtkyll,54589,06597
10851,10851,Stadtlauringen,97488,09724
10852,10852,Stadtlohn,48703,02563
10853,10853,Stadtoldendorf,37627,05532
10854,10854,Stadtprozelten,97909,09392
10855,10855,Stadtroda,7646,07245
10856,10856,Stadtsteinach,95346,09225
10857,10857,Stadum,25917,04662
10858,10858,Staffhorst,27254,04272
10859,10859,Stafstedt,24816,04875
10860,10860,Stahlberg,67808,06357
10861,10861,Stahlhofen,56412,06485
10862,10862,Stahlhofen am Wiesensee,56459,02663
10863,10863,Stahnsdorf,14532,033203
10864,10864,Staig,89195,07346
10865,10865,Stakendorf,24217,04344
10866,10866,Stallwang,94375,09964
10867,10867,Stammbach,95236,09256
10868,10868,Stammham,84533,08678
10869,10869,Stammham,85092,09446
10870,10870,Stammham,85134,08405
10871,10871,Stamsried,93491,09466
10872,10872,Standenbühl,67816,06357
10873,10873,Stangheck,24395,04643
10874,10874,Stapel,25879,04883
10875,10875,Stapelfeld,22145,040
10876,10876,Starkenberg,4617,03447
10877,10877,Starkenburg,56843,06541
10878,10878,Starnberg,82319,08151
10879,10879,Starzach,72181,07483
10880,10880,Staßfurt,39418,03925
10881,10881,Staßfurt,39443,03925
10882,10882,Staßfurt,39446,03925
10883,10883,Stauchitz,1594,03525
10884,10884,Staudach-Egerndach,83224,08641
10885,10885,Staudernheim,55568,06755
10886,10886,Staudt,56424,02623
10887,10887,Staufenberg,35460,06406
10888,10888,Staufenberg,34355,05605
10889,10889,Staufen im Breisgau,79219,07636
10890,10890,Staven,17039,0395
10891,10891,Stavenhagen,17153,039954
10892,10892,Stavern,49777,05965
10893,10893,St. Blasien,79837,07755
10894,10894,Stebach,56276,02689
10895,10895,Stechlin,16775,033088
10896,10896,Stechow-Ferchesar,14715,033877
10897,10897,Stedesand,25920,04661
10898,10898,Stedesdorf,26427,04971
10899,10899,Steenfeld,25557,04872
10900,10900,Steffeln,54597,06556
10901,10901,Steffenberg,35239,06464
10902,10902,Steffenshagen,18209,038203
10903,10903,Stegaurach,96135,0951
10904,10904,Stegen,79252,07660
10905,10905,St. Egidien,9356,03723
10906,10906,Steigra,6268,034771
10907,10907,Steimbke,31634,05026
10908,10908,Steimel,57614,02684
10909,10909,Stein,24235,04343
10910,10910,Stein,90547,0911
10911,10911,Steina,1920,038874
10912,10912,Steinach,77790,07832
10913,10913,Steinach,94377,09961
10914,10914,Steinach,96523,036762
10915,10915,Steinalben,66851,06307
10916,10916,Steinau,21775,04755
10917,10917,Steinau an der Straße,36396,06663
10918,10918,Steinbach,56291,06746
10919,10919,Steinbach,37308,036082
10920,10920,Steinbach am Donnersberg,67808,06357
10921,10921,Steinbach am Glan,66909,06384
10922,10922,Steinbach am Wald,96361,09269
10923,10923,Steinbach-Hallenberg,98587,036847
10924,10924,Steinbach (Taunus),61449,06171
10925,10925,Steinberg,8237,08856
10926,10926,Steinberg,24972,04635
10927,10927,Steinberg am See,92449,09431
10928,10928,Steinbergkirche,24972,04635
10929,10929,Stein-Bockenheim,55599,06701
10930,10930,Steinborn,54655,06563
10931,10931,Steinburg,22964,04534
10932,10932,Steindorf,82297,08202
10933,10933,Steinebach an der Wied,57629,02747
10934,10934,Steinebach/Sieg,57520,02747
10935,10935,Steineberg,54552,06592
10936,10936,Steinefrenz,56414,06435
10937,10937,Steinen,56244,02666
10938,10938,Steinen,79585,07627
10939,10939,Steinenbronn,71144,07157
10940,10940,Steineroth,57518,02741
10941,10941,Steinfeld,97854,09359
10942,10942,Steinfeld,24888,04641
10943,10943,Steinfeld,76889,06349
10944,10944,Steinfeld,49439,05492
10945,10945,Steinfurt,48565,02551
10946,10946,Steingaden,86989,08862
10947,10947,Steinhagen,33803,05204
10948,10948,Steinhagen,18442,038327
10949,10949,Steinhagen,18246,038461
10950,10950,Steinhausen an der Rottum,88416,07358
10951,10951,Steinheim,32839,05233
10952,10952,Steinheim am Albuch,73566,07173
10953,10953,Steinheim am Albuch,89555,07323
10954,10954,Steinheim an der Murr,71711,07148
10955,10955,Steinheuterode,37318,036083
10956,10956,Steinhöfel,15518,033635
10957,10957,Steinhöring,85643,08094
10958,10958,Steinhorst,29367,05837
10959,10959,Steinhorst,23847,04534
10960,10960,Steinigtwolmsdorf,1904,035951
10961,10961,Steiningen,54552,06592
10962,10962,Steinkirchen,21720,04142
10963,10963,Steinkirchen,84439,08706
10964,10964,Steinmauern,76479,07222
10965,10965,Stein-Neukirch,56479,02664
